"id","text","type"
,"@-mark-  .. izobrazi se sam .. škoda moje energije   https://www.gozerog.com/",1
,"kdu je ta baba? Bi bla za potjgnt!",1
,"aj kdo ze vidu al pa probov dat peciln prašk sponmem se k smo delal bombice iz kindrjajatov 20 let nazaj",1
,"Napaka!",1
,"Pa kdo je tu bebast? Avtor povezave al avtor posnetka?",1
,"ki se pripravlja na rob banke.ROB BANKE? Ku se vam je čjesto wudpelalu?",1
,"še kak prizor več v garaži obvezno",1
,"Trik je, da poli kokoške kljuvajo in se same nahranijo.",1
,"koruza pa sama skače  iz  posode",1
,"nima pojma ta folk kok cajta so naberale čebele ves ta med in temu pravijo ""umetnost""",1
,"sploh ni lep efekt al w/e..trud čebel šou u [censored], [censored] en",1
,"Da pa maš njo za ženo. huhuhu",1
,"pozabo si skrit ""average 74%"" drgač pa dobra slika",1
,"hahaha usi govorite kako majo boksarji nizek IQ, pol pa govorite, da se s proteini špikajo xD samo trenutek da vam prevedem: proteini = beljakovine in se pri VSEH športnikih uporabljajo za regeneracijo mišic po vadbi, pa naj bo to meso ali pa že pripravljena mešanica. Proteine jeste vsi vsak dan in so življensko pomembni. A mate končan 8 razred osnovne šole? Če rečeš v fitnesu nekomu, da je na proteinih se ti bo začel smejat u fris, ker bo vidu, da nimaš pojma kaj govoriš.",1
,"V spomin se mi je vtisnila tudi pripoved o stranki, ki si je zaželela masaže mod z zobno ščetko in zobno pasto.",1
,"nasveti da jih daješ je dokaj bedno ker pametni jih ne potrebujejo neumni jih pa ne upoštevajo.......e majke mi",1
,"::",1
,"Kere krempeljne ima tip.",1
,"99% bi mogli takih prebutat na izklopu, facebooku, partisu, blink in ostalih g33k [censored]ih kjer je IQ visok kot moja batja bret bajto! pametni kjer ni imena ne priimka pa palamudjo o proteinih ki jih žerejo vsak dan navadne [censored] posrane naj gre v fitnes pa enem reče da je na proteinih če je tok pametn proklet anonimnež pametn lahko je bit pametn s pištolo na glavi enem ko je zvezan!   kaj bomo mi imeli od lajfa? žuri, bejbe in sproščanje v naravi boš njega vprašal ja call of duty na pogrebu pa 2 g33ka če sploh bota živa k žereta chips pa pijeta coca-colo zavaljeni prasci debeli brez žuivljenje če bi mat vedla kaj rodi bi si ziher dala kondom gor!",-1
,"*tudi če bi rekel, da si transvestit. To je po definiciji moški.",1
,"u matere mi struja opasnja",1
,"speko ga je",1
,"Udri je Dragane nije tvoja",1
,"Nad enakopravnostjo žensk se pritožujete zgolj zaradi tega, ker niste konkurenčni družbi in se čutite da bi vas znale ""izpodrinit"" že s samo enakopravnostjo.",1
,"če bi bil črnc bi rekli opica kaj pa zdaj ko je bel?Albino črnc.",-1
,"Kriv je Cerar! Ko je bil Janša na oblasti ni bilo pretepov...",1
,"ja samo k ako pa veste da pijanec je mogoče pa samo plava mislim vi se ga kar ša nekaj zraven obtožlili",1
,"SoundSantaen.wikipedia.org/wiki/Trivial_objectionsMoj prvi stavek še zmerom drži.",1
,"kje točno je to?",1
,"LOL video je objavljen na BBC, še dobro, da sta dala ENG podnapise",1
,"tole je boljše www.youtube.com/watch?v=fqymcJRSbxIbtw: Una blond ki sedi spredaj...Požigalec approves",1
,"###",1
,"Slabše kot plastični stoli s fernetičev... Marš.",1
,"Haha kera legenda",1
,"zanimivo heh",1
,"Hvala Janša!!! Zarade tebe nam 24 ur na dan sije sonce..... Ko je bil Kučan na oblasti je bila 24 urna tema....",1
,"@ BkPauletou veš, da nevem, Lojze.",1
,"kot vzgoja in tak tut pes",1
,"boss",1
,"CFC je vse povedal in res je tako. Zmanjkuje mu dobrih idej in spi na lovorikah.",1
,"hahah",1
,"To je fake to so kamero okol sonca vrteli",1
,"fali samo rajska plaža in hladen pir pa ga uživaš ceu dan",1
,"idiotski starši, namesto da bi otroka naučili, da je pes živo bitje in ne igračka za maltretirat, se bojo raje potem spraševali, zakaj jo je pes vgrizno ko mu bo dopizdlo",-1
,"lahk vzgajaš kak češ, sam če ga tale punčka nenamerno vščipne jo bo pes tut včipno podzavestno...",1
,"oni majo vsaj žurke !!",1
,"Malo več proteinskih igel in malo manj jajc, ki redijo in povzročajo holesterol.",1
,"naslov pa najboljši",1
,"tip si ga je kar na roke fliknu    .. čez 3 tedne mu bo pa šeen prst zrasel",1
,"saj ne dela mislim link",1
,"Zakaj je zaštekal?",1
,"boyazzz, a ti si pa odvetnik ljudstva al kaj .. idi porniče gledat pa ne teži",1
,"Ma niso slabe sam k so cipe.",-1
,"@BKpauletov kako pa poteka? Jaz ne vem in me zanima.",1
,"kralj",1
,"odkar so amerikaci f.knl atomski bombi, so teli [censored]i čist ušli iz nadzora",-1
,"eksperiment ni uspel",1
,"Banko bo oropov s plastično MP5 brez nabojnika.L;P",1
,"tip je iz odličnega prankerja postal preočitni fejker-prodana duša youtuba, l:p",1
,"@-mark-, danes se reče temu trol, bolj mi je všeč izraz ko so ga včasih uporabljali... Bedak!",1
,"jernejj5  ti si [censored].",1
,"Pravilno vzgojen pes, se vedno ob nelagodju umakne. V primeru da bi regairal neprimerno, sploh proti otroku, pa takega psa nikakor ne moreš imeti v družini.",1
,"Sem mislil, da bodo prikazali vsaj postopek kastracije",1
,"pol bojo pa spet poročal, k bo ps razgrizu mlado punčko....",1
,"Produktiven, aktiven, actimel in danone. Po horoskopu škarp-ijon.",1
,"ma lah bi kdo cepnu kamot no...",1
,"Mah prelahko",1
,"Lejga črnega viteza,  taprav komik :) !",1
,"fake....zakaj se okolica vrti? morala bi biti pri miru. in ""ponoči"" med polarnim dnevom je temneje kot na posnetku",1
,"Pes ni igrača",1
,"Ta bo zih veterinarka.",1
,"bravo",1
,"amapk res idijoti mislim nevem res pac mislim kaj morajot tkole",1
,"In zakaj si izklop dovoli ljudi žaliti kot idioti?",1
,"Sofia bo morala še malo trenirat!",1
,"Te lahka kej spječe 'ne",1
,"Delavni dan?   S gopro kamero? S?  Very nepismen. Much stupid.",1
,"večini nam bo brez veze, zelo redkim bo cool...mogoče bi se lahko našla uporaba v zdravstvu (za une prst u r..ti pa to) kot relaksacija alipa mesečne kure",1
,"manka jih sem mislim tu jih je sam 10 pa jaz vem jih je več",1
,"Jokat sem se žačel.",1
,"kaj pa mislite bi pa avto deloval?",1
,"Še kamermana je nategnu...",-1
,"pa kva je to...tenis pa hokej skupi",1
,"Glede naslova je lahko samo IDIOT užaljen in noben drug, tko da če sklepaš, da si idiot potem te razumem zakaj te moti naslov.",-1
,"streha 1 : 0 idioti",1
,"Ko bi vsaj žrtve bile nebi bilo toliko bedakov na tem svetu.",1
,"nevem kaj sme sploh gledal...heh",1
,"Can you pick the correct version of 'Hello' for each language?SCORE15/20TIMER01:39You got 75% correctEh une ene so res težke",1
,"queen-i so legende,vendar je ta video meh...",1
,"Kaj za vraga pomeni beseda ""zaposajeni"" ? Morda okajeni? Morda zapohani? Morda kaj drugega?",1
,"ni treba sam pol si brez povštra",1
,"Jup 99 % sestankov je takih...",1
,"Ne vem kaj sem mislil, da bom videl.... Preigravanje v zraku ?Poletel pa je ...",1
,"Mrš [censored] vam materina, ukradl ste mi 11 sekund mojga lajfa.pa LP",1
,"zihr mu je zlomil iglo na koncu puščice, tistih 5€ za komplet pa ni kar tako",1
,"lahko bi bil kak spoiler alert",1
,"ah veliko je lenega folka ampak zato pa je tudi veliko takega folka ki garajoBtw je dokazano da če so tvoji predniki bili leni imaš 80 % da boš len tudi sam tako da ne nekoga obsojat ker so večinoma geni krivi",1
,"Pa še v 3D je in to brez očal!!",1
,"To pa zato ker imas v imenu vse črke ALAHA",1
,"je to že kdo jedel? kakšna je ta zadeva? :D",1
,"Oštja bo pej sldko na konci",1
,"sem nov na strani. Upravljalci, upam na primeren odnos",1
,"Fascinantno je gledati in opažati te razlike med narodi. Dokler si Kubanec vzame čas in eno cigaro ustvarja več minut, Kitajec na drugi strani hiti sto na uro ves svoj delovnik.Tudi način dela se razlikuje. Kitajec ima vse pri roki naštimano tako, da mu vzame kar se da najmanj časa in ustvari minimalno ali nič odpada materiala. Ta Kubanec npr. pa dela na vetru brez, da bi si kaj zaščitil delovno območje, potem tiste liste ima shranjene v vrečici katero za vsako jemlje ven, odpira, zapira itd. Pa še za zaključek cigare odreže material kar nekje na sredini lista in ne pri vogalu, s čimer ima verjetno kar precej odpada.Skratka zanimivo videti. Ne kritiziram dela, samo opažam pa te razlike, ki me navdušijo.",1
,"to pogledat, je skor isto k prid sm, obrn se, prklon .. evo ti prst v rito , ..  najdejo se eni k jim je dobr,.. VEČINI PA NE !!!",1
,"Alfa & Bentley.......drugač pa skor same mtke WTF?",1
,"Giani kikirika",1
,"mislim nevem kaj je drugac mislim e vem kako se pac drugace oglasa",1
,"Kva ti bodo žarometi, če jih še zdaj ne uporabljajo nekateri?",1
,"Ja verjetno ne more mimo tebe in ko podaja al napacno poda al preseka zogo-i guess",1
,"kaj si pol pameten če ga nisi gledal ...ti si zih ves gaden in za bruhnt !! .. sploh te vidu še nisem ...lepa primerjava ne ? smotano dete neodraščeno",1
,"A'murica",1
,"Kaj te ma to za eno oranžno brado. Ehehe",1
,"@DrLink, kako le če že potujemo s svetlobno hitrostjo? Potem praviš da bi svetloba iz žarometa imela dvojno hitrost svetlobe?In zakaj primerjaš Milky Way Galaxy s svetlobno hitrostjo? Neki potuje z 299 792 458 m/sNaše sonce pa recimo potuje okrog galaksije s hitrostjo 828,000km/h (230000m/s)Se zavedaš razlike? Torej... primerjavo ki si jo dal je neumna. Hitrost galaksije vs. svetlobe *facepalm",1
,"a še so take oddaje na tv, al samo še ""reality""?",1
,"pogiand I will f*ck your mother HARD ... 9 months later she'll born me a christian child.",1
,"ma glup fotr u k*rac, otrok ni nč kriv pa se najn krega",1
,"Šta je debeli?",1
,"Do jaja",1
,"kjut jekleni nasmeh pri prvi kandidatki",1
,"ja wau, pazi to, lepo izračunaj naslednje račune...3+4 = ? 6+2 = ? 3+2= ? Zdaj pa si izberi eni številko med 5 in 12 ..\n                  7",1
,"Kakšen ameriški praznik? Isto je pri njih kot pri nas. Irsko je to...",1
,"Seveda se je skomercializiralo, če vidiš da že v Sloveniji kao praznujemo Saint Patricka, samo zato, da lahko gre folk pit in lokali dajo akcijske cene na viski in guiness. Pred 15 leti pa noben ni vedel, da ta praznik sploh obstaja.",1
,"51 minut WTF...",1
,"ja mislim bolje da prezivel  je dan z gopro na glavi kot da umrl dan z gopro na glavi    hec hec samo je bilo mislim ja hecno napisno je treba priznat hihi",1
,"Ljubljana je mesto.",1
,"hmmm...",1
,"Inovativno, ampak ne ravno navdušujoče.",1
,"Tut jst se jokam od smeha vsakič ko berem komentarje teLickov tuki na izklopu",1
,"Takole fouš petje bi v naših koncih pernato budilko ponselo direktno v lonec. Sramota bi predstavljala prehudo breme za lastnika.",1
,"seveda bi.. za našo galaksijo ocenjujejo da potuje s hitrostjo cca 50.000m/s ampak žarometi na avtomobilu še vedno delujejo...Stvari so relativne. Žarometi nebi delovali če bi drug avto stal, mi bi se pa od njega oddaljevali s svetlobno hitrostjo ampak naši bi še vedno svetili..science bitch !",1
,"mogoče prednik obeh?",1
,"Hahaha a zdej so še SNL kopiral? Oh te Kitajci...",1
,"breja_ovca  Član Sporočil: 192\tbelejVeteranSporočil: 1672Traffic Jam Jimmy 10/10 would watch 24/7V spomin se mi je vtisnila tudi pripoved o stranki, ki si je zaželela masaže mod z zobno ščetko in zobno pasto.Když jde malý bobr spát ?",1
,"Traffic Jam Jimmy  10/10 would watch 24/7",1
,"Stavim oba evra in 13 študentskih bonov, ki so mi še ostali ta mesec, da je bil to Perica Jerković.",1
,"Evo, tip si brado redno neguje z gozdarsko markirno bojo. Če pogledate je še oranžen po puloverju in ovratniku. Kaki cestar.",1
,"Prase debelo.",-1
,"Janšo je na Dobu v rito piku sojetnik - obsojeni posiljevalec Miloš....",1
,"njena prva, definitivno ne zadnja ...",1
,"še dobro da imamo take ""ne-kristanje"" kot je pogi z zelo racionalnim načinom razmišljanja ane",1
,"ne upam gledat...ker sem pičkica",-1
,"Jah je pameten, da sploh daje živo žival otroku kot igračo sploh tako majhno. Idiot ni kj",1
,"Se ne, da sem jaz že par dni nazaj za tole poslal link",1
,"oro",1
,"KitaUbila,a reees, a to se da na YT instant naučit al kwa? Dej prosim te pošlji mi link na tutorial za ta trik, tud jst bi se rada to naučila!!!",1
,"iratS: Praznik se je skomercializiral v ZDA, kjer ima cca. 10% prebivalstva irske korenine. Še najbolj pa je popularen in skomercializiran v Bostonu, kjer je skoraj 1/3 prebivalstva Ircov. Ker pa imamo pri nas skomercializirane amerofile, se ta praznik praznuje tudi tukaj, čeprav nimamo ircev...",1
,"Božič, Halloween, Valentinovo, 4th July, St. Patrick day, 9/11..... A nimamo že dovolj skomercializiranih praznikov?",1
,"Lep posnetekampak s takim posnetkom lahko tudi puščava brez postane velk waw ...",1
,"bože to je brutalna smrt",1
,"kdo dela samomore? vi pa vam podobni.bl vrjetn da res...sam ste še useen reveži (pa neb blo treba lih iz kajmaka&marmelade)",1
,"Ne, je pa lipnik",1
,"še kamermana sta napizdla :D",-1
,"Film za bruhnt, sploh ga gledal nism še.",1
,"heh si je vzel čas ja mislim saj prav jaz bi isto nardeil",1
,"Bimbo",1
,"Ja za božjo voljo se bo še bolj zredu v totem mekdonaldcu",1
,"ahahhahaa :D :Dlegenda :D",1
,"ČE JE RAVNO NI ZABAVNO!",1
,"jeb­emti zoru",-1
,"v današnjih časih ni ničesar škoda, trud se ne ceni..plačaš, pol pa s tistim delaš kar želiš, l:p",1
,"Tako je izgledal Janša v zaporu... Oblit s spermo sojetnikov...",-1
,"Kje so slike",1
,"Mačji kašelj slovenca o tem spraševat.",1
,"Jebla vas kokakola više kok povezav boste še o tem objavl. Kaj vam plačujejo da jih oglašujete.",1
,"?",1
,"punca pa cist ji je nejasno ni veda kaj se dogaja dobro jo je",1
,"Brezveze.",1
,"Noro. Ma si sploh ne morem predstavljat kako dejansko to izgleda, ko to doživiš",1
,"Kako jim je šele ko imajo 24 ur temo",1
,"[img]https://s-media-cache-ak0.pinimg.com/736x/fd/b6/63/fdb663b845d0936e88a6e518bd795ee8.jpg[/img]",1
,"groza!! nebi pustu punčke da se igra ob tem psu !! takoj za posnetkom jo je fentu, če še ne veste",1
,"PS GRD KO kurba",-1
,"opisi mislim da bi mogli bit nevtralni nep a žaljivi do kogar koli..čist tak..",1
,"noben ni umru? ah pol brezveze",1
,"Bolje bi bilo vprašanje če lahko dovoliš da te premaga Sofija. :)",1
,"Netalentirani kvazi komiki, ki se preko samopromocije na izklopu forsirajo na sceno...",1
,"...noro kaj so naredli! \n                  Try Google Crome!! :D",1
,"Će bi mene vprašal bi se takoj zamislu na 358000. Pa dwobi če si drik!",1
,"Jaz vrjamm! Pomoje je res...",1
,"Kriv je Cerar!... Ko je bil Janša na oblasti se to ni dogajalo...",1
,"kdo dela samomore? vi pa vam podobni.",1
,"zvok motorja   a ma akrapotá?",1
,"ta pa je en bk",1
,"Kdaj se praznuje Puerto Rican day? Bomo tudi v Sloveniji praznovali Portoriški praznik, tako kot praznujemo Irskega?.... BANDA UŠIVA POVRŠINSKA SKOMERCIALIZIRANA AMEROFILSKA!!!!!!Aja, kdaj pa ameriški nigerji praznujejo svoj praznik? Bomo tudi to pri nas praznovali? Se bomo namazali po faci s čokolado in se delali nigerje.... Pa Thanks giving bi tudi lahko praznovali, da bi kot v filmih jedli purane in praznovali ameriški genocid nad indijanci....  BANDA UŠIVA POVRŠINSKA SKOMERCIALIZIRANA AMEROFILSKA!!!!!!",1
,"a ni to več al manj irski praznik? ..al se je to že skomercializiralo",1
,"Ljubljana je najlepša na svetu, de....",1
,"hm...k pa če te panika, pa se ubiješ",1
,"PA RUŽU...",1
,"Baje Janša na chatroulette razkazuje genitalije...",1
,"Zakaj ljudje bolj upoštevajo mnenje/nasvet tujca, kot pa od sorodnika, prijatelja, partnerja?",1
,"Jokat se je začel.",1
,"zihr so bli čefurji",1
,"tale ni prov velik mislu kajne",1
,"Um zadnji dve naj bi bili Romania in Poland? Al kaj ... ker mi noče ...",1
,"z veseljem bi delal, sam če ni ni.",1
,"@furbo premal proteinov poješ...dodj še u dva obroka",1
,"@zanimiv...z lopato po glavi, pet serij 8-10 udarcev, l:p",1
,"ker gre za manjši mišični skupini (tako triceps kot biceps), ju ponavadi dodam kakšni večji mišični skupini npr. triceps skupaj s prsi in biceps skupaj z hrbtom",1
,"@jackjohnson vem vem sj ti si glavni trolcek a ne",1
,"Zanimiv si ti na tem posnetku pa si se malo užalil glede postave in ogledov posnetka ....ker komentar Born-a je na nivoju in je povedal bistvo...z takšnim videom oprosti si ne moreš naredit reklame, kvečjemu si narediš sramoto",1
,"poznam to foro, sranje.",1
,"očitni fejk",1
,"Spodnji komentatorji:""A nimate kaj bolj pametnega za delat, kot pa viset na Izklopu in dajat neumne in nevoščljive komentarje?""",1
,"kaj, mi smo se tut igrali, sej otrok ne ve, če ne bi ta seljak držal kamere v roki in bil malo hitrejši od polža bi takoj lahko preprečil, sej iz prve vidiš kaj hoče narest...",1
,"Aja gor imaš puščice, sam sem mislu, da bo bolj široko.Pa same reklame pa annotations pol sploh ne moreš klikat...",1
,"""čarodej""",1
,"decibeuga:ne, ni 7, jst sm misnla na 9",1
,"v roku 10-15 let bomo tudi pri nas praznovali dan zahvalnosti, zapomnite si moje besede, l:p",1
,"Ja to je izključno Irski praznik ampak ker Američani vse skomercalizirajo se ga ""praznuje"" tudi v drugih državah čeprav večina sploh ne ve v čem je sploh smisel tega praznika. Važn da se ga pije boli te kiton za drugo",1
,"Če nas nebi Majster zajebal, bi zaj lepo živeli...",1
,"Poleg občasnih šokantnih videov na izklopu, je tukaj precej bolj šokantna slovenština nalagalcev/adminov...",1
,"www.tripleclicks.com/15542448/pbwin",1
,"Madonca",1
,"mene vedno zanima zakaj je enmu foku tako težko obrniti glavo levo ali desno ter malo zmanjšati hitrost",1
,"RŠ Hit",1
,"haha natural selection",1
,"hmmmmm ja droge jim objalvjaš mislim ja meni pa ne objaiš linka ki ga deilm iz BB hvala",1
,"tele na kubik...",1
,"prokleti penzioner nevoscljivza kolke jim polomt",1
,"www.sunkazz.com",1
,"Nederland, Netherlands or Holland?",1
,"Gobe so zakon. Priporočam vsem.",1
,"to ti je baba ne pa une balerinke wd fuzbalerju ki ko pade se valja še1 uro potleh in čiuka kak ga vse boli. Pupa pala pr 50 + km/h naredi salto pade na asfalt ustane in okoraka. To ti je šport balerine fuzbalerske ki ste preplačane",1
,"jokat sn se začeu",1
,"prou medrasne pare so mogli povabit",1
,"Andorra in Monaco.",1
,"krneki ..",1
,"Zanimivo",1
,"samo da je biceps vse drugo nepomembno",1
,"fitkalis tu se pa strinjam z tabo !!!!...to mislim da je čisto logično da se ne trenirata 2 manjši mišici skupi ampak 1velika in 1 majhna ali pa vsako mišico posebej   Zanimiv pa je še enkrat več dokazal da je čisti amater kar se tiče fitnesa",1
,"AtomXwww.regionalobala.si/novica/so-proteini-res-zdravino končno se nekaj premika na bolje. le še peščica zafiksanih norcev zagovarja droge... hočem reči proteine. na linku, ki ga je objavil AtomX lahko vidite odličen članek, ki so ga skupaj spisali največji svetovni znanstveniki, strokovnjaki...STOP PROTEINOM!",1
,"ja teliček rajš bi zgledu tko k ta na posnetku kokr pa tko k ti zavaljen debelinko z 48 % maščobe k cele dneve anonimno pluva po drugih zato da se bolš počut kr ga je sram kako sam zgleda",1
,"Že od nekdaj se sprašujem kaj bi bilo, če bi se postavil pred drevo in se mu izmaknil",1
,"V Sloveniji so odkrili muslimanskega preroka Mohameda na kuurrcu neke pedderrčine",-1
,"En luzer pa deset kamer okol njega... Saj ni majkl đekson... Patos.",1
,"Uff, tale pa ne bo športal še dolgo.....",1
,"pa đabe mu banana...",1
,"Kao droga srca moga.",1
,"Se splača probat, izkušnja ki ti lahko spremeni pogled na svet",1
,"PUBEC JE PUN ŠUS PELO PA JE TAM EN GREBEN BIL...",1
,"jst sam upam da je izklop odkril sarkazem...ker ene objave so pa res al sarkastične al pa totalno [censored]ne...sj ne morm vejret",1
,"že počasi malo predaleč#slovenskenovice",1
,"Haha. Jaz pa sem že mislil, da bo kaj v stilu (zdaj pa mej telefon med seksom zraven pa ti pol pove kok si dober oz. slab""",1
,"ker kamikaze je nakonc naredu :)",1
,"aha",1
,"@zanimiv na povezavi od a do ž za biceps www.bodybuilding.com/exercises/finder/lookup/filter/muscle/id/15/muscle/biceps",1
,"visoka enérgija",1
,"Brez goljufanja odgovoril pravilno na 15 vprašanj:",1
,"a ve kdo kk je naslov pesmi proti koncu posnetka?",1
,"Tole je pomoje zanimivo igrat ravno tolko časa kokr je trajal ta video.",1
,"ja mislim da ja se strinm ja pac to je tu isto cisto kot na videu",1
,"Kikirikanje Mohica ko so troli v akciji.",1
,"Ta bi moral učit fiziko da bi dijaki/študenti odnesli vsaj nekaj kot pa slabo voljo",1
,"Kako pa pri tem športu sploh igralcu odvzameš žogo, če jo nosi v vreči na palci?",1
,"brezveze",1
,"to sploh ni reklama. sploh. ne. ni.",1
,"belejVeteranSporočil: 1672\tTraffic Jam Jimmy 10/10 would watch 24/7V spomin se mi je vtisnila tudi pripoved o stranki, ki si je zaželela masaže mod z zobno ščetko in zobno pasto.",1
,"Anja",1
,"IZTREBIT VSE KRISTJANE, KI IMAJO OTROKE!!!! KRISTJANI - RAZMNOŽUJEJO SE KOT PODGANE.... Judeo-krščanska religija je zlo človeštva!!!!",-1
,"Pa še pokonc snema....",1
,"slovenski kvazi komiki...",1
,"Ja na preview je 360 (v okenčku nad timelineom) drgač pa ni...",1
,"DAJ SPOKAJ DUMOOOO",1
,"@fitkalis kva pa kakšne vaje za biceps kere za delat?",1
,"@fitkalis nisi še odgovoru k sem uprašu...a tricepse treneraš posebi al skupi z bicepsi",1
,"Zanimiv- če je pa ta na posnetku tvoja želja potem si dosegel vrh neumnosti  si gledal sploh posnetek, če si ga potem ti kupim nova očala z orng dioptrijo tok vlka k pepelnik, ker očitno ne vidiš dobr",1
,"e matadoor!",1
,"bedna fora",1
,"Bionična? Resno? Fak.",1
,"uglavnm ne dela!",1
,"Žalostno je, da sta amaterja, ki nista daleč za ostalo slovensko glasbeno sceno",1
,"to pa še murko nebi znal lepše izpeljat",1
,"[url]https://www.youtube.com/watch?v=Y8EMndSFFMk[/url]",1
,"ja za tak zlom se je še dobro odzval...drugače pa hud teren",1
,"auč...al nekej",1
,"bionična!! ahahha :Dkakorkol.. edini rezultat je, da bo mogu pazit prste ko jo bo pucal za na gardelo...",1
,"Točno takšna je populacija na izklopu. moroni.",1
,"Ni zaston firer ustanovu Auschwitz.škoda sam da je zapadlo to",1
,"www.youtube.com/watch?v=2-lIx0hDq5Q",1
,"Za vsako vrpašanje se najde odgovor! ZGOOGLAJ pa boš vidu.",1
,"@someone22: ne odlašaj na jutri, poizkusi že danes! Vsi vidimo potencial v tebi, tako da kaj še čakaš?",1
,"Pod mizo pa sigurno z nogico tolčejo?",1
,"se bel bi ga mogual pa it bombaz pobirat",1
,"@Neverhood  točno tak   sicer pa eni palijo/mo na močnejše dekline  (more cushion for the pshin')",1
,"Hahaha to so te oglasi k jih delajo grde pa debele cipe ZA grde in debele cipe.",-1
,"Sretna nova",1
,"Tale verzija je bolš     youtu.be/T7p6ItXdtT8",1
,"fake, asteroid je preveč okrogel",1
,"lol",1
,"a je res potreben ""SPoiler Alert"", če je naslov ""recap""?čudno da ne rabiš spoiler alert, preden greš gledat epizode""spoiler alert! - you're about to see this episode""OMG!",1
,"Janša i banda.",1
,"pogi ti bogi tebe bi trebalo banad...rasist en",1
,"""Joj kok maha z repkom.""",1
,"če bi blo to v sloveniji bi inštruktor še najebal",-1
,"90% se ne bo spomnil kaj se je dogajalo.",1
,"Ku ste slabi...niti pravega videa ne objaviste...sramota!!! Neki po svoje...se ne čudim, da je vse tako v P.izdi zadnje čase tle gor, ker si admini mislite da ste neki bogovi.če kdo želi video ki sem ga želel objavitihttp://www.crazyshit.com/cnt/medias/46100--steve-knows-his-rights",1
,"@&",1
,"Če je tvoja mama debela, ji pač reči da shujša.",1
,"Primer najbolj neumne reklame je s tem dokazan",1
,"Še zmer bolš steroidi kot proteini, ker za tisto žret moraš bit vsaj dec, tukaj pa si nekaj lažeš pa samega sebe farbaš pa druge prepričuješ, da samemu sebi laž potrjuješ in vzdržuješ. Patos. Drama queen.",1
,"@zanimiv pa kje si ti odraščal da ne veš kaj je troll?",1
,"Hah, dodobra sem se nasmejal    Še več takšnih povezav prosim",1
,"škoda, da ga kdo ne pobruha",1
,"A nima kaj bol pametnega za delat, kot se po mariborskih ulicah preganjat in težit ljudem, ki se delajo, da jih to ne mot in da so oh in sploh presenečeni. :D",1
,"šiiiit",1
,"ker drek mam jst u glavi...",1
,"Eksperiment ni uspel.",1
,"kdoj pa mar upokojencem dovolu pelat?!",1
,"Nekdo ma pa res dobro domišljijo....bionična?!?!",1
,"nočem se reg.",1
,"ha, in to korejc reče k majo najbl čudno hrano",1
,"Samo sta pa morala zelo veliko truda vložit najprej komad napisat, uglasbit pa še vadit za izvedbo... Tja, mesec dni vsaj...",1
,"Seize their souls! From our point of view, they are the villains, not us. It is only rational from our side of the story.",1
,"kvaa ga peleee",1
,"@someone22 dela normalno",1
,"Care",1
,"bruham",1
,"Čak a je to reklama? K na še eni strani je bilo... ne razumem.   Naslednji komad bo 24kur 100%",1
,"levo fakisman, desno Smolič ...100%",1
,"ena redkih zahodnih piz.darij, ki navdušuje IS rekrute",-1
,"Vau, p¨izdarija",-1
,"pralnica",1
,"Za vas ne vem, ampak jaz sem ga lahko preskočil. O čem se pa gre?",1
,"Field nigger",1
,"Mr Archer ima prav... V vseh oglasih ti nastopajo tipi, ki itak nimajo drugega dela kot  se bildat. Celo v serijah, igricah itd, kjer gre za n ekega neaktivnega lika, ga igra igralec,ki redno kvihta... V končni fazi so moški, ki jim ta propaganda pride do živega na slabšem od spranih žensk. Lažje je manj jesti (za ženske), kot pa kvihtat kot budala in ob temu še vedno paziti na prehrano in imeti čas za vse druge aktivnosti v življenju.",1
,"ne pozabi da je danica med njimi...pa še butasta za povrhu vsega",-1
,"Baje Janša na chatroulette razkazuje svoje genitalije....",1
,"ampak tuki je samo 1 žareča krogla anewww.youtube.com/watch?v=STvbV1zPCRk",1
,"Pink floyd!",1
,"Zdaj se prebijam skozi drugo sezono in moram reči da serija ni nek presežek.Liki, dialogi, posebni efekti so kvečjemu povprečni. Je pa serija vzela zgodbo zombijev. In ker so pionirji, se serija čisla. 6/10",1
,"o em đi no! kva ste spojlal o em đi",1
,"www.neurotech.si",1
,"2 ulici od oskarjev pa folk ne zna pravilno govorit. L;p",1
,"Joj, kako miga z repkom.",1
,"Vinum et musica laetificant cor!",1
,"Hehe kok tolče z nogco",1
,"avtor besedila je Mohamed(L), note pa je spisal Giani (A), l:p",1
,"imperare sibi maximum imperium est",1
,"Baje Janša na chatroulette razkazuje genitalije....",1
,"oooooooo, smolič spet neki novga izdal!! :)",1
,"@Templar se vidi da nimaš izpita oz če ga maš si pa isti butl za volanom kot tale ""voznik rally-a"" in ti v tem primeru priporočam da neseš izpit nazaj preden podreš vse hiše v vasi.",1
,"4.13",1
,"na mizi.   Recimo...",1
,"a kdo ve, zakaj ima mclaren p1 poleg grde ribje oblike še grši zadek, kjer se praktično vidi vsa ""drobovina"", ki se nebi rabila.....? podobno kot lamborghini sesto elemento, ki ma zadaj nagravžno rdečo bulo.... wtf?",1
,"Buržoazno liberalni bulšit.Pokažite mi eno reklamo, kjer ne nastopa moški z močno čeljustjo in izklesanim telesom. Ter seveda polno denarnico (fifty shades). Če bomo vojakinje, ki propagirajo smrt in uničenje nadomestili s pravimi vojakinjami in ne najetimi igralkami, pa bo svet boljši. Ti ljudje so sociopati.",1
